IATA,Airport name,Country,City
MZU,Muzaffarpur Airport,India,Muzaffarpur
MZV,Mulu Airport,Malaysia,Mulu
MZW,Mecheria Airport,Algeria,Mecheria
MZY,Mossel Bay Airport,South Africa,Mossel Bay
MZZ,Marion Municipal Airport,United States of America,Marion
NAA,Narrabri Airport,Australia,Narrabri
NAC,Naracoorte Airport,Australia,
NAD,Macanal Airport,Colombia,Macanal
NAE,Natitingou Airport,Benin,Natitingou
NAF,Banaina Airport,Indonesia,Banaina-Borneo Island
NAG,Dr. Babasaheb Ambedkar International Airport,India,Nagpur
NAH,Naha Airport,Indonesia,"Tabukan Utara, Sangihe Islands"
NAI,Annai Airport,Guyana,Annai
NAJ,Nakhchivan Airport,Azerbaijan,Nakhchivan
NAK,Nakhon Ratchasima Airport,Thailand,Chaloem Phra Kiat
NAL,Nalchik Airport,Russia,Nalchik
NAM,Namniwel Airport,Indonesia,Namniwel
NAN,Nadi International Airport,Fiji,Nadi
NAO,Nanchong Gaoping Airport,China,Nanchong (Gaoping)
NAP,Naples International Airport,Italy,Napoli
NAQ,Qaanaaq Airport,Greenland,Qaanaaq
NAR,Puerto Nare Airport,Colombia,Armenia
NAS,Lynden Pindling International Airport,Bahamas,Nassau
NAT,São Gonçalo do Amarante - Governador Aluízio Alves International Airport,Brazil,Natal
NAU,Napuka Island Airport,French Polynesia,Napuka Island
NAV,Nevşehir Kapadokya Airport,Turkey,Nevşehir
NAW,Narathiwat Airport,Thailand,
NAY,Beijing Nanjiao Airport,China,Beijing
NAZ,Nana Airport,Solomon Islands,Star Harbor
NBA,Nambaiyufa Airport,Papua New Guinea,Nambaiyufa
NBB,Barranco Minas Airport,Colombia,Barranco Minas
NBC,Begishevo Airport,Russia,Nizhnekamsk
NBE,Enfidha - Hammamet International Airport,Tunisia,Enfidha
NBG,New Orleans NAS JRB/Alvin Callender Field,United States of America,New Orleans
NBH,Nambucca Heads Airport,Australia,Nambucca Heads
NBJ,Dr. Antonio Agostinho Neto International Airport,Angola,Luanda (Ícolo e Bengo)
NBL,Wannukandi Airport,Panama,San Blas
NBN,Annobón Airport,Equatorial Guinea,San Antonio de Palé
NBO,Jomo Kenyatta International Airport,Kenya,Nairobi
NBS,Changbaishan Airport,China,Baishan
NBW,Leeward Point Field,Cuba,Guantanamo Bay Naval Station
NBX,Douw Aturure Airport,Indonesia,Nabire
NCA,North Caicos Airport,Turks and Caicos Islands,North Caicos
NCE,Nice-Côte d'Azur Airport,France,"Nice, Alpes-Maritimes"
NCG,Aeropuerto Municipal de Nuevo Casas Grandes,Mexico,Nuevo Casas Grandes
NCH,Nachingwea Airport,Tanzania,Nachingwea
NCI,Necocli Airport,Colombia,Necocli
NCJ,Sunchales Aeroclub Airport,Argentina,Sunchales
NCL,Newcastle International Airport,United Kingdom,"Newcastle upon Tyne, Tyne and Wear"
NCN,Chenega Bay Airport,United States of America,Chenega
NCO,Quonset State Airport,United States of America,North Kingstown
NCR,San Carlos Airport,Nicaragua,San Carlos
NCS,Newcastle Airport,South Africa,Newcastle
NCT,Guanacaste Airport,Costa Rica,Nicoya/Guanacate
NCU,Nukus Airport,Uzbekistan,Nukus
NCY,Annecy Meythet airport,France,Annecy
NDA,Bandanaira Airport,Indonesia,Bandanaira
NDB,Nouadhibou International Airport,Mauritania,Nouadhibou
NDC,Nanded Airport,India,Nanded
NDD,Sumbe Airport,Angola,Sumbe
NDE,Mandera Airport,Kenya,Mandera
NDF,N'dalatando Airport,Angola,N'dalatando
NDG,Qiqihar Sanjiazi Airport,China,Qiqihar
NDI,Namudi Airport,Papua New Guinea,Namudi
NDJ,N'Djamena International Airport,Chad,N'Djamena
NDK,Namorik Airport,Marshall Islands,Namorik Atoll
NDL,N'Délé Airport,Central African Republic,N'Délé
NDM,Mendi Airport,Ethiopia,Mendi
NDN,Nadunumu Airport,Papua New Guinea,Nadunumu
NDR,Nador Al Aaroui International Airport,Morocco,Al Aaroui
NDS,Sandstone Airport,Australia,Sandstone
NDU,Rundu Airport,Namibia,Rundu
NDY,Sanday Airport,United Kingdom,Sanday
NEC,Necochea Airport,Argentina,Necochea
NEG,Negril Airport,Jamaica,Negril
NEJ,Nejjo Airport,Ethiopia,Nejo
NEK,Nekemte Airport,Ethiopia,Nekemte
NEL,Lakehurst Maxfield Field Airport,United States of America,Lakehurst
NEN,Whitehouse Naval Outlying Field,United States of America,Jacksonville
NER,Chulman Airport,Russia,Neryungri
NEU,Sam Neua Airport,Laos,
NEV,Vance W. Amory International Airport,Saint Kitts and Nevis,Charlestown
NEW,Lakefront Airport,United States of America,New Orleans
NFG,Nefteyugansk Airport,Russia,Nefteyugansk
NFL,Fallon Naval Air Station,United States of America,Fallon
NFO,Mata'aho Airport,Tonga,"Angaha, Niuafo'ou Island"
NGA,Young Airport,Australia,
NGB,Ningbo Lishe International Airport,China,Ningbo
NGD,Captain Auguste George Airport,British Virgin Islands,Anegada
NGE,N'Gaoundéré Airport,Cameroon,N'Gaoundéré
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,United States of America,Kaneohe
NGI,Ngau Airport,Fiji,Ngau
NGK,Nogliki Airport,Russia,Nogliki
NGL,Ngala Airport,South Africa,Ngala
NGO,Chubu Centrair International Airport,Japan,Tokoname
NGP,Naval Air Station Corpus Christi Truax Field,United States of America,Corpus Christi
NGQ,Ngari Gunsa Airport,China,Shiquanhe
NGS,Nagasaki Airport,Japan,Nagasaki
NGU,Norfolk Naval Station (Chambers Field),United States of America,Norfolk
NGX,Manang Airport,Nepal,Ngawal
NHF,New Halfa Airport,Sudan,New Halfa
NHK,Patuxent River Naval Air Station (Trapnell Field),United States of America,Patuxent River
NHT,RAF Northolt,United Kingdom,London
NHV,Nuku Hiva Airport,French Polynesia,Nuku Hiva
NHX,Naval Outlying Field Barin,United States of America,Foley
NHZ,Brunswick Executive Airport,United States of America,Brunswick
NIA,Nimba Airport,Liberia,Nimba
NIB,Nikolai Airport,United States of America,Nikolai
NIF,Camp Nifty Airport,Australia,
NIG,Nikunau Airport,Kiribati,Nikunau
NIM,Diori Hamani International Airport,Niger,Niamey
NIO,Nioki Airport,Democratic Republic of the Congo,Nioki
NIP,Jacksonville Naval Air Station (Towers Field),United States of America,Jacksonville
NIS,Simberi Airport,Papua New Guinea,Simberi Island
NIT,Niort - Marais Poitevin Airport,France,Niort/Souché
NIU,Naiu Airport,French Polynesia,Naiu Atoll
NIX,Nioro du Sahel Airport,Mali,Nioro du Sahel
NJC,Nizhnevartovsk Airport,Russia,Nizhnevartovsk
NJF,Al Najaf International Airport,Iraq,Najaf
NJK,El Centro NAF Airport (Vraciu Field),United States of America,El Centro
NKB,Noonkanbah Airport,Australia,
NKC,Nouakchott–Oumtounsy International Airport,Mauritania,Nouakchott
NKD,Sinak Airport,Indonesia,Sinak
NKG,Nanjing Lukou International Airport,China,Nanjing
NKL,N'Kolo-Fuma Airport,Democratic Republic of the Congo,N'Kolo-Fuma
NKM,Nagoya Airport / JASDF Komaki Air Base,Japan,Nagoya
NKN,Nankina Airport,Papua New Guinea,Gwarawon
NKP,Nukutepipi Airport,French Polynesia,Nukutepipi
NKT,Şırnak Şerafettin Elçi Airport,Turkey,Şırnak
NKU,Nkaus Airport,Lesotho,Nkaus
NKW,Diego Garcia Naval Support Facility,British Indian Ocean Territory,Diego Garcia
NKX,Miramar Marine Corps Air Station - Mitscher Field,United States of America,San Diego
NKY,Yokangassi Airport,Republic of the Congo,Nkayi
NLA,Simon Mwansa Kapwepwe International Airport,Zambia,Ndola
NLC,Lemoore Naval Air Station (Reeves Field) Airport,United States of America,Lemoore
NLD,Quetzalcóatl International Airport,Mexico,Nuevo Laredo
NLE,Jerry Tyler Memorial Airport,United States of America,Niles
NLF,Darnley Island Airport,Australia,Darnley Island
NLG,Nelson Lagoon Airport,United States of America,Nelson Lagoon
NLH,Ninglang Luguhu Airport,China,Ninglang
NLI,Nikolayevsk-na-Amure Airport,Russia,Nikolayevsk-na-Amure Airport
NLK,Norfolk Island International Airport,Norfolk Island,Burnt Pine
NLL,Nullagine Airport,Australia,
NLN,Kneeland Airport,United States of America,Kneeland
NLO,Ndolo Airport,Democratic Republic of the Congo,N'dolo
NLP,Nelspruit Airport,South Africa,Nelspruit
NLS,Nicholson Airport,Australia,
NLT,Xinyuan Nalati Airport,China,Xinyuan
NLU,General Felipe Ángeles International Airport,Mexico,Mexico City
NLV,Mykolaiv International Airport,Ukraine,Nikolayev
NMA,Namangan Airport,Uzbekistan,Namangan
NMB,Daman Airport,India,Daman
NMC,Normans Cay Airport,Bahamas,Normans Cay
NME,Nightmute Airport,United States of America,Nightmute
NMF,Maafaru International Airport,Maldives,Noonu Atoll
NMG,San Miguel Airport,Panama,Isla del Rey
NMI,Navi Mumbai International Airport,India,Navi Mumbai
NML,Fort McMurray / Mildred Lake Airport,Canada,Fort McMurray
NMN,Nomane Airport,Papua New Guinea,Namane
NMP,New Moon Airport,Australia,Basalt
NMR,Nappa Merrie Airport,Australia,
NMS,Namsang Airport,Myanmar,Namsang
NNB,Santa Ana Airport,Solomon Islands,Santa Ana Island
NND,Nangade Airport,Mozambique,Nangade
NNG,Nanning Wuxu Airport,China,Nanning (Jiangnan)
NNI,Namutoni Airport,Namibia,Namutoni
NNK,Naknek Airport,United States of America,Naknek
NNL,Nondalton Airport,United States of America,Nondalton
NNM,Naryan Mar Airport,Russia,Naryan Mar
NNR,Connemara Regional Airport,Ireland,Inverin
NNT,Nan Airport,Thailand,
NNU,Nanuque Airport,Brazil,Nanuque
NNX,Nunukan Airport,Indonesia,Nunukan-Nunukan Island
NNY,Nanyang Jiangying Airport,China,Nanyang (Wancheng)
NOA,Naval Air Station Nowra - HMAS Albatross,Australia,Nowra Hill
NOB,Nosara Airport,Costa Rica,Nicoya
NOC,Ireland West Knock Airport,Ireland,Charlestown
NOD,Norden-Norddeich Airport,Germany,Norddeich
NOG,Nogales International Airport,Mexico,Nogales
NOJ,Noyabrsk Airport,Russia,Noyabrsk
NOK,Xavantina Airport,Brazil,Nova Xavantina
NOM,Nomad River Airport,Papua New Guinea,Nomad River
NON,Nonouti Airport,Kiribati,Nonouti
NOO,Naoro Airport,Papua New Guinea,Naoro Vilage
NOP,Sinop Airport,Turkey,Sinop
NOR,Norðfjörður Airport,Iceland,Norðfjörður
NOS,Fascene Airport,Madagascar,Nosy Be
NOT,Marin County Airport - Gnoss Field,United States of America,Novato
NOU,La Tontouta International Airport,New Caledonia,Nouméa (La Tontouta)
NOV,Albano Machado Airport,Angola,Huambo
NOZ,Spichenkovo Airport,Russia,Novokuznetsk
NPA,Naval Air Station Pensacola Forrest Sherman Field,United States of America,Pensacola
NPE,Hawke's Bay Airport,New Zealand,Napier
NPG,Nipa Airport,Papua New Guinea,Nipa
NPH,J. Randy McKnight Nephi Municipal Airport,United States of America,Nephi
NPL,New Plymouth Airport,New Zealand,New Plymouth
NPO,Nanga Pinoh Airport,Indonesia,Nanga Pinoh-Borneo Island
NPP,Napperby Airport,Australia,Napperby
NPR,Novo Progresso Airport,Brazil,Novo Progresso
NPT,Newport State Airport,United States of America,Newport
NPU,San Pedro Airport,Colombia,San Pedro de Urabá
NQA,Millington-Memphis Airport,United States of America,Millington
NQI,Kingsville Naval Air Station,United States of America,Kingsville
NQL,Niquelândia Airport,Brazil,Niquelândia
NQN,Presidente Peron Airport,Argentina,Neuquen
NQU,Reyes Murillo Airport,Colombia,Nuquí
NQX,Naval Air Station Key West/Boca Chica Field,United States of America,Key West
NQY,Cornwall Airport Newquay,United Kingdom,Newquay
NQZ,Nursultan Nazarbayev International Airport,Kazakhstan,Astana
NRA,Narrandera Airport,Australia,Narrandera
NRB,Naval Station Mayport / Admiral David L McDonald Field,United States of America,Jacksonville
NRD,Norderney Airport,Germany,Norderney
NRE,Namrole Airport,Indonesia,Namrole
NRG,Narrogin Airport,Australia,Narrogin
NRI,Grand Lake Regional Airport,United States of America,Afton
NRK,Norrköping Airport,Sweden,Norrköping
NRL,North Ronaldsay Airport,United Kingdom,North Ronaldsay
NRM,Nara Airport,Mali,Nara
NRN,Weeze Airport,Germany,Weeze
NRR,José Aponte de la Torre Airport,Puerto Rico,Ceiba
NRS,Naval Outlying Field Imperial Beach (Ream Field),United States of America,Imperial Beach
NRT,Narita International Airport,Japan,Narita
NRY,Newry Airport,Australia,Newry
NSE,Whiting Field Naval Air Station - North,United States of America,Milton
NSH,Nowshahr Airport,Iran,Nowshahr
NSI,Yaoundé Nsimalen International Airport,Cameroon,Yaoundé
NSK,Norilsk-Alykel Airport,Russia,Norilsk
NSL,Slayton Municipal Airport,United States of America,Slayton
NSM,Norseman Aerodrome,Australia,Norseman
NSN,Nelson Airport,New Zealand,Nelson
NSO,Scone Airport,Australia,
NST,Nakhon Si Thammarat Airport,Thailand,Nakhon Si Thammarat
NSV,Noosa Airport,Australia,
NTB,Notodden Airport,Norway,Notodden
NTC,Paradise Island Airport,Mozambique,Santa Carolina
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),United States of America,Point Mugu
NTE,Nantes Atlantique Airport,France,Nantes
NTG,Nantong Xingdong International Airport,China,Nantong (Tongzhou)
NTI,Stenkol Airport,Indonesia,Bintuni
NTJ,Manti-Ephraim Airport,United States of America,Manti
NTL,Newcastle Airport,Australia,Williamtown
NTN,Normanton Airport,Australia,Normanton
NTO,Agostinho Neto Airport,Cape Verde,Ponta do Sol
NTQ,Noto Satoyama Airport,Japan,Wajima
NTR,Del Norte International Airport,Mexico,Monterrey
NTT,Kuini Lavenia Airport,Tonga,Niuatoputapu
NTU,Oceana Naval Air Station,United States of America,Virginia Beach
NTX,Ranai Airport,Indonesia,Ranai-Natuna Besar Island
NTY,Pilanesberg International Airport,South Africa,Pilanesberg
NUB,Numbulwar Airport,Australia,
NUD,En Nahud Airport,Sudan,En Nahud
NUE,Nuremberg Airport,Germany,Nuremberg
NUG,Nuguria Airstrip,Papua New Guinea,Nuguria Island
NUI,Nuiqsut Airport,United States of America,Nuiqsut
NUK,Nukutavake Airport,French Polynesia,Nukutavake
NUL,Nulato Airport,United States of America,Nulato
NUM,Neom Bay Airport,Saudi Arabia,Sharma
NUP,Nunapitchuk Airport,United States of America,Nunapitchuk
NUQ,Moffett Federal Airfield,United States of America,Mountain View
NUR,Nullabor Motel Airport,Australia,
NUS,Norsup Airport,Vanuatu,Norsup
NUU,Nakuru Airport,Kenya,Nakuru
NUW,Whidbey Island Naval Air Station (Ault Field),United States of America,Oak Harbor
NUX,Novy Urengoy Airport,Russia,Novy Urengoy
NVA,Benito Salas Airport,Colombia,Neiva
NVI,Navoi Airport,Uzbekistan,Navoi
NVN,Nervino Airport,United States of America,Beckwourth
NVP,Novo Aripuanã Airport,Brazil,Novo Aripuanã
NVS,Nevers-Fourchambault Airport,France,"Marzy, Nièvre"
NVT,Ministro Victor Konder International Airport,Brazil,Navegantes
NVY,Neyveli Airport,India,Neyveli
NWA,Mohéli Bandar Es Eslam Airport,Comoros,Fomboni
NWI,Norwich Airport,United Kingdom,"Norwich, Norfolk"
NWT,Nowata Airport,Papua New Guinea,Nowata
NYA,Nyagan Airport,Russia,Nyagan
NYE,Nyeri Airport,Kenya,Nyeri
NYG,Quantico Marine Corps Airfield / Turner Field,United States of America,Quantico
NYI,Sunyani Airport,Ghana,Sunyani
NYK,Nanyuki Airport,Kenya,Nanyuki
NYM,Nadym Airport,Russia,Nadym
NYN,Nyngan Airport,Australia,
NYO,Stockholm Skavsta Airport,Sweden,Nyköping
NYR,Nyurba Airport,Russia,Nyurba
NYT,Nay Pyi Taw International Airport,Myanmar,Pyinmana
NYU,Bagan Airport,Myanmar,Nyaung U
NYW,Monywar Airport,Myanmar,Monywar
NZA,Nzagi Airport,Angola,Nzagi
NZC,Maria Reiche Neuman Airport,Peru,Nazca
NZE,Nzérékoré Airport,Guinea,Nzérékoré
NZG,Nizhneangarsk International Airport,Russia,Nizhneangarsk
NZH,Manzhouli Xijiao Airport,China,Manzhouli
NZL,Zhalantun Genghis Khan Airport,China,Zhalantun
NZY,North Island Naval Air Station-Halsey Field,United States of America,San Diego
OAG,Orange Airport,Australia,Orange
OAI,Bagram Airfield,Afghanistan,Bagram
OAJ,Albert J Ellis Airport,United States of America,Richlands
OAK,San Francisco Bay Oakland International Airport,United States of America,Oakland
OAL,Cacoal Airport,Brazil,Cacoal
OAM,Oamaru Airport,New Zealand,
OAN,El Arrayán Airport,Honduras,Olanchito
OAR,Marina Municipal Airport,United States of America,Marina
OAS,Sharana Airstrip,Afghanistan,Sharana
OAX,Xoxocotlán International Airport,Mexico,Oaxaca
OAZ,Camp Shorabak Airfield,Afghanistan,Lashkar Gah
OBC,Obock Airport,Djibouti,Obock
OBD,Obano Airport,Indonesia,Obano
OBE,Okeechobee County Airport,United States of America,Okeechobee
OBF,Oberpfaffenhofen Airport,Germany,Weßling
OBI,Óbidos Municipal Airport,Brazil,Óbidos
OBL,Oostmalle Airfield,Belgium,Zoersel
OBM,Morobe Airport,Papua New Guinea,Morobe
OBN,Oban Airport,United Kingdom,North Connel
OBO,Tokachi-Obihiro Airport,Japan,Obihiro
OBS,Aubenas-South Ardèche Airport,France,"Lanas, Ardèche"
OBU,Kobuk Airport,United States of America,Kobuk
OBX,Obo Airport,Papua New Guinea,Obo
OCA,Ocean Reef Club Airport,United States of America,Key Largo
OCC,Francisco De Orellana Airport,Ecuador,Coca
OCE,Ocean City Municipal Airport,United States of America,Ocean City
OCF,Ocala International Airport - Jim Taylor Field,United States of America,Ocala
OCH,A L Mangham Jr. Regional Airport,United States of America,Nacogdoches
OCJ,Ian Fleming International Airport,Jamaica,Boscobel
OCM,Boolgeeda,Australia,
OCN,Oceanside Municipal Airport,United States of America,Oceanside
OCS,Corisco International Airport,Equatorial Guinea,Corisco Island
OCV,Aguas Claras Airport,Colombia,Ocaña
OCW,Warren Field,United States of America,Washington
ODA,Ouadda Airport,Central African Republic,Ouadda
ODB,Córdoba Airport,Spain,Córdoba
ODC,Oakdale Airport,United States of America,Oakdale
ODD,Oodnadatta Airport,Australia,
ODE,Odense Hans Christian Andersen Airport,Denmark,Odense
ODH,RAF Odiham,United Kingdom,"Hook, Hampshire"
ODJ,Ouanda Djallé Airport,Central African Republic,Ouanda Djallé
ODL,Cordillo Downs Airport,Australia,Cordillo Downs
ODN,Long Seridan Airport,Malaysia,Long Seridan
ODO,Bodaybo Airport,Russia,Bodaybo
ODR,Ord River Airport,Australia,Ord River
ODS,Odessa International Airport,Ukraine,Odessa
ODW,AJ Eisenberg Airport,United States of America,Oak Harbor
ODY,Oudomsay Airport,Laos,Oudomsay
OEA,O'Neal Airport,United States of America,Lawrenceville
OEC,Rota Do Sândalo Oecusse Airport,East Timor,Oecussi-Ambeno
OEM,Vincent Fayks Airport,Suriname,Paloemeu
OEO,L O Simenstad Municipal Airport,United States of America,Osceola
OER,Örnsköldsvik Airport,Sweden,Örnsköldsvik
OES,Antoine de Saint Exupéry Airport,Argentina,San Antonio Oeste
OFF,Offutt Air Force Base,United States of America,Omaha
